feature_set,classifier,trial_number,state,kappa,k_best,use_smote,mlp_hidden1,mlp_hidden2,mlp_alpha,mlp_lr
C,MLP,2,PRUNED,0.8877430733359726,52,False,68,26,2.8585493941961936e-05,0.006847920095574782
C,MLP,3,PRUNED,0.8729812008800705,45,False,56,70,9.962513222055122e-06,0.003489018845491387
C,MLP,4,PRUNED,0.8452456775223565,127,False,25,9,0.055517216852447225,0.07886714129990492
C,MLP,5,COMPLETE,0.9048930106023233,166,True,106,26,4.075596440072871e-06,0.0030586566669785274
C,MLP,6,PRUNED,0.8626042380714787,26,True,99,18,0.00039841905944346893,0.004366473592979638
C,MLP,7,PRUNED,0.8325300554118585,53,True,216,95,0.000976112544311046,0.058293845429947415
C,MLP,8,PRUNED,0.8818625083699114,36,True,39,23,2.2737628102536852e-05,0.030634622106220845
C,MLP,9,PRUNED,0.728014896241385,84,False,23,73,2.359137306347714e-06,0.09133995846860977
C,MLP,10,PRUNED,0.9003344219728364,188,True,115,24,1.6107167646304654e-06,0.000977191477358841
C,MLP,11,COMPLETE,0.9066970767309941,106,True,75,14,2.3014250083225486e-06,0.00011277104437803752
C,MLP,12,COMPLETE,0.9090222213999744,135,True,86,11,6.016405822780011e-06,0.007207744509957251
C,MLP,13,PRUNED,0.8805884024228314,180,True,30,8,2.8980845454659355e-06,0.0007977462809779875
C,MLP,14,PRUNED,0.7776945521680638,127,False,77,9,1.2345759831199733e-06,0.04548607066267457
C,MLP,15,COMPLETE,0.9078577217943558,108,True,48,16,0.00025371571898545516,0.002367648158349078
C,MLP,16,PRUNED,0.9089911977854377,107,True,166,12,1.719154050268468e-05,0.0253712816405325
C,MLP,17,PRUNED,0.8671647001882559,83,True,23,26,0.00023019587725783307,0.0007070446158541729
C,MLP,18,PRUNED,0.9076880552560387,149,True,46,16,0.013933154446276793,0.0014522712892112595
C,MLP,19,PRUNED,0.8774694544924149,173,True,29,21,1.6260745728672132e-06,0.02530254546533102
C,MLP,20,PRUNED,0.9077499700337124,103,True,66,11,0.00019088652131869145,0.0034700976079812223
C,MLP,21,PRUNED,0.8996224002617885,77,False,50,8,1.3288146307262452e-06,0.0005468597084326989
C,MLP,22,PRUNED,0.8891696390320847,176,True,51,21,9.9977781812933e-05,0.00016720251623549698
C,MLP,23,PRUNED,0.9076560476360128,114,False,87,58,9.99157513548891e-06,0.00012514893170460857
C,MLP,24,PRUNED,0.8788656977361288,150,True,83,29,0.0004509909472846276,0.02690256347887053
C,MLP,25,COMPLETE,0.9090068710040586,92,True,84,11,1.000823981923007e-06,0.004359173814363469
C,MLP,26,COMPLETE,0.9090654310482364,68,True,140,19,1.7219533093521922e-06,0.004837499361991012
C,MLP,27,PRUNED,0.8980457319425541,76,True,117,26,2.619960286147989e-06,0.005090492557706418
C,MLP,28,PRUNED,0.8952188554263243,67,True,120,8,3.0606159464458138e-06,0.004003122814727655
C,MLP,29,PRUNED,0.893716858509551,97,True,36,10,4.31163512287107e-06,0.0060002644857164306
C,MLP,30,COMPLETE,0.9172864491011197,139,False,143,9,9.221115396670925e-06,0.002984036688482364
C,MLP,31,PRUNED,0.8980677961971665,137,False,205,10,4.87403312854214e-06,0.00149237051648281
C,MLP,32,PRUNED,0.8989196117271598,173,False,75,10,4.021537740483413e-05,0.0048379978730626085
C,MLP,33,COMPLETE,0.9101836970649071,78,False,99,20,1.077490170006022e-06,0.008173725643571923
C,MLP,34,PRUNED,0.9128821244320726,67,False,104,18,2.472456353011056e-06,0.010035830023752723
C,MLP,35,PRUNED,0.895198348654602,199,True,134,8,2.3277460499270558e-06,0.005453235250009422
C,MLP,36,PRUNED,0.9121911267385858,98,False,131,11,1.8398647234996754e-05,0.004007661267635379
C,MLP,37,PRUNED,0.8877790737069982,47,True,187,31,2.6547114119020886e-06,0.00031131170098168214
C,MLP,38,PRUNED,0.8936752025416284,162,True,65,11,3.8670828185341826e-05,0.020066679511578214
C,MLP,39,PRUNED,0.8951383323473834,116,False,174,38,1.0014998695024529e-05,0.02729218605453092
C,MLP,40,PRUNED,0.9040094153875318,123,True,217,18,6.514641020846601e-06,0.0016191444339028113
C,MLP,41,PRUNED,0.9107077664645034,125,True,63,18,1.1016146354762508e-06,0.004536183277507215
C,MLP,42,COMPLETE,0.9149834405307076,76,False,164,35,1.4663951293079416e-06,0.006036547586590555
C,MLP,43,PRUNED,0.9025276454970104,71,False,203,35,1.0517766344600145e-06,0.0019425220951070378
C,MLP,44,PRUNED,0.8879070608881205,44,True,248,22,1.9093274045619488e-05,0.006205878871489567
C,MLP,45,PRUNED,0.8907283157188677,57,False,158,53,3.2441059520625703e-06,0.009026729231702682
C,MLP,46,PRUNED,0.9121186769317059,156,False,231,16,5.3118699075730804e-05,0.009672395640395305
C,MLP,47,PRUNED,0.8833263153550791,56,False,49,33,0.0070791537613325095,0.00013405925364481987
C,MLP,48,PRUNED,0.8685268341198449,46,False,45,31,1.471819099642454e-06,0.00512310679259959
C,MLP,49,PRUNED,0.893853624980977,79,False,80,30,3.7943020338955005e-06,0.0266870160340723
C,MLP,50,PRUNED,0.8966344758814835,108,False,61,46,3.595484758469607e-06,0.0030823288271605194
C,MLP,51,PRUNED,0.9039664376674098,128,True,102,13,1.157873083047062e-06,0.023879700871238335
C,MLP,52,COMPLETE,0.908457862077477,132,True,129,10,2.773440413428523e-06,0.001058263561989332
C,MLP,53,PRUNED,0.8788092033570858,196,False,61,39,0.053191875456383236,0.00012024287761985272
C,MLP,54,PRUNED,0.8997174875372377,72,False,195,15,1.4116086003163556e-06,0.007233942328511405
C,MLP,55,PRUNED,0.9010531298497289,56,False,119,21,0.00010696289650393734,0.0009415630203907868
C,MLP,56,PRUNED,0.8905930425163947,163,False,201,8,2.2522405278692514e-06,0.012393982755009693
C,MLP,57,PRUNED,0.869951955799579,28,True,99,23,1.925359642838634e-06,0.003568819526328133
C,MLP,58,PRUNED,0.899714585698054,89,False,66,14,1.056792621814981e-06,0.004590441274205295
C,MLP,59,PRUNED,0.8788664968857911,60,True,18,23,0.03058721194910249,0.07256621718834844
C,MLP,60,PRUNED,0.8983098318608596,69,True,80,18,1.5723621393968368e-06,0.021426613066797082
C,MLP,61,PRUNED,0.9025025634122779,140,True,100,17,1.1448962203653053e-06,0.0007875899449464829
C,MLP,62,PRUNED,0.9076973434068921,132,True,87,8,1.9230391064903387e-06,0.006042127915193799
C,MLP,63,PRUNED,0.8995140651597504,75,True,63,12,1.4856077993620143e-06,0.0005206364944627463
C,MLP,64,PRUNED,0.9122440338920591,131,False,233,8,0.0002847919918650885,0.00029038351254447015
C,MLP,65,PRUNED,0.9114346224105369,161,True,72,8,1.6594834532559354e-05,0.0010523966628449204
C,MLP,66,PRUNED,0.8939047256842201,114,True,200,8,7.010871269327047e-06,0.0007746665315359276
C,MLP,67,PRUNED,0.9076294080070133,57,True,238,19,1.1534367526876382e-06,0.0027594979557637274
C,MLP,68,PRUNED,0.886256280910932,168,True,24,106,1.2049713488023275e-06,0.00010018112681747533
C,MLP,69,PRUNED,0.8659040625698382,55,False,16,8,1.3346366347893374e-05,0.025022865223453688
C,MLP,70,PRUNED,0.8995304252326117,131,False,108,15,6.399847990220727e-06,0.0015137132021840994
C,MLP,71,PRUNED,0.8908096635500412,44,True,78,128,0.0001222140352496552,0.003218114276611404
C,MLP,72,PRUNED,0.9010307122195875,107,True,53,15,0.000840291521712141,0.010359092769853712
C,MLP,73,PRUNED,0.8909284921046761,113,True,45,15,0.0004369190889341122,0.00022352203610279331
C,MLP,74,PRUNED,0.8921588078081266,158,True,25,19,0.00038392221788546794,0.003238315432443991
C,MLP,75,PRUNED,0.9099346539332287,85,True,63,33,0.00012830400007524974,0.001449725856663927
C,MLP,76,PRUNED,0.8878767015003517,143,False,20,11,0.013661056964639153,0.00038364599211512844
C,MLP,77,PRUNED,0.8088077734434762,192,False,143,15,0.01353303862104378,0.042013436301189144
C,MLP,78,PRUNED,0.8967864719431565,94,False,28,11,0.0005967084908828628,0.005667899573582207
C,MLP,79,PRUNED,0.8923537161377808,97,True,36,12,0.00011581178523967907,0.001352925025605235
C,MLP,80,COMPLETE,0.9096760694453275,99,True,246,20,0.030551967652844205,0.0005718646159931422
C,MLP,81,PRUNED,0.9054765141400187,70,True,142,24,0.02556554449564302,0.0007387974645403181
C,MLP,82,COMPLETE,0.9178347388364821,108,False,254,36,0.01291994052809928,0.0004907745265043823
C,MLP,83,COMPLETE,0.9190637707275913,153,True,233,34,0.048896985950636664,0.0007527493605054419
C,MLP,84,PRUNED,0.9010944743190894,176,True,198,26,0.013609185098557871,0.00014416801371037736
C,MLP,85,COMPLETE,0.9119196793162772,119,False,122,27,0.03726165056934499,0.0008402410486064981
C,MLP,86,COMPLETE,0.9136839953866396,99,False,205,62,0.04745633083798035,0.00045378614825791107
C,MLP,87,COMPLETE,0.9125546955330133,99,False,250,41,0.0066183694941309166,0.00023530548666501514
C,MLP,88,COMPLETE,0.9137040074405457,121,False,231,31,0.005663957795606603,0.00040878567448430277
C,MLP,89,COMPLETE,0.9072040088956935,115,False,214,37,0.030782063036541858,0.0001601074563956725
C,MLP,90,PRUNED,0.8935739602702567,119,False,144,117,0.03538488078600358,0.0026344433619380214
C,MLP,91,COMPLETE,0.9190580196299507,112,True,248,41,0.05385584072289618,0.0009956125068309562
C,MLP,92,PRUNED,0.9149877744317425,127,False,245,29,0.0022381973351561094,0.002517689864144429
C,MLP,93,PRUNED,0.9143260263605582,159,False,222,85,0.007763422357027544,0.0003024751083403405
C,MLP,94,COMPLETE,0.9179176346228509,97,True,216,67,0.044590527117579444,0.0006493413939100038
C,MLP,95,COMPLETE,0.9155125774692158,118,True,232,60,0.08646910502882059,0.00014358505589470103
C,MLP,96,COMPLETE,0.9202974447905612,144,True,178,87,0.06617188215891708,0.0005878885964063803
C,MLP,97,COMPLETE,0.911987799755669,88,True,187,92,0.06590250077507538,0.0001032134362319793
C,MLP,98,PRUNED,0.9149946955980833,149,True,109,67,0.038416762514823934,0.0009539897847178604
C,MLP,99,COMPLETE,0.9149621586328817,117,True,238,79,0.010986996439724946,0.0016405371134913104
C,MLP,100,COMPLETE,0.9119135943444094,103,True,231,126,0.008975576781835371,0.0009989828932936578
C,MLP,101,PRUNED,0.8996046171907195,124,True,246,106,0.047310520988865526,0.019515132269242806
C,MLP,102,PRUNED,0.9150940619804734,171,True,241,36,0.0737409525704257,0.0013138361778635304
C,MLP,103,PRUNED,0.8995130512202039,132,True,245,49,0.029987537423750047,0.00026927148480496106
C,MLP,104,PRUNED,0.9054576832937917,146,True,139,61,0.0003598851317890462,0.0010415362013865626
C,MLP,105,COMPLETE,0.9190685400004647,114,True,168,44,0.0671281474552302,0.0023247512650115764
C,MLP,106,PRUNED,0.9040478666166786,119,True,77,55,0.05520918177167459,0.011348337702363823
C,MLP,107,PRUNED,0.9136419506233371,85,True,252,44,0.021812668084812664,0.0009725486008161562
C,MLP,108,COMPLETE,0.9167818016828455,167,True,233,91,0.07550192413069706,0.0020207948563298727
C,MLP,109,COMPLETE,0.9161024449968821,120,True,230,44,0.013936983931780984,0.002320069562221828
C,MLP,110,PRUNED,0.895106953545489,190,True,246,99,0.028089942211552702,0.006893578997842517
C,MLP,111,PRUNED,0.9129213123539701,107,True,157,32,0.0016648761548281707,0.002503178889272331
C,MLP,112,COMPLETE,0.9167608388897195,157,True,221,106,0.053041291585771755,0.001509451944915837
C,MLP,113,COMPLETE,0.9196326282136218,166,True,241,110,0.0649276719772108,0.00016910864796516317
C,MLP,114,PRUNED,0.9011786727741655,163,True,167,108,0.04818787847952722,0.00010344039137907204
C,MLP,115,PRUNED,0.9166027307436293,122,True,161,63,0.0812533936553844,0.0020570796113923134
C,MLP,116,PRUNED,0.913607835184292,156,True,172,108,0.023591768616191094,0.0007738457268376272
C,MLP,117,PRUNED,0.9025633926664831,160,True,208,16,0.03678287074022801,0.012173362254572375
C,MLP,118,PRUNED,0.8953770958573064,179,True,206,91,0.04308873078157543,0.0018254005182396342
C,MLP,119,PRUNED,0.9143957449216027,167,True,247,92,0.07555826658767424,0.00029932831857957626
C,MLP,120,PRUNED,0.9026284227127566,51,True,75,73,0.04229398919631097,0.0006693632439339336
C,MLP,121,PRUNED,0.9085131126691371,123,True,190,37,0.021121649888046497,0.006880259639917089
C,MLP,122,PRUNED,0.8966620379642762,169,False,256,44,0.08307670203092517,0.0011277524293512304
C,MLP,123,PRUNED,0.8980657499626377,175,True,226,92,0.0022108865096876237,0.0001697380148313225
C,MLP,124,COMPLETE,0.9172609007592369,129,True,205,49,0.09831986107792098,0.0001084483902321358
C,MLP,125,PRUNED,0.9069889760428174,146,True,165,56,0.05170562256311599,0.0001112027411226949
C,MLP,126,PRUNED,0.9121902693676113,105,True,100,38,0.038190896866785895,0.0005874694423683861
C,MLP,127,COMPLETE,0.9179070458782373,129,True,252,30,0.037895750652308935,0.0017608378434508867
C,MLP,128,COMPLETE,0.9155421013664036,119,True,253,45,0.06746032364317685,0.00095248367908151
C,MLP,129,PRUNED,0.9150695748815327,150,True,233,16,0.001932252535164892,0.0010151925519025398
C,MLP,130,PRUNED,0.9084376964987463,127,True,109,32,0.038560937574176,0.003128117571866059
C,MLP,131,COMPLETE,0.9196616289353952,114,True,244,34,0.07518993990639061,0.0007299723355853447
C,MLP,132,PRUNED,0.8981837516304425,119,True,205,29,0.02835929392291607,0.0008390010622018306
C,MLP,133,COMPLETE,0.9120291279265722,120,True,246,34,0.0020731429716886202,0.0012614130329731666
C,MLP,134,PRUNED,0.9054978794685284,110,True,231,38,0.02370078996927165,0.00306039437264742
C,MLP,135,COMPLETE,0.9202296516857924,130,True,163,32,0.0818199990537579,0.0006848898451364743
C,MLP,136,PRUNED,0.8745178817338459,182,False,20,113,1.1510673066577235e-06,0.006694771297040596
C,MLP,137,PRUNED,0.9068173075954424,147,True,71,25,0.07480243210195223,0.00010327816729059745
C,MLP,138,PRUNED,0.8725736086869874,174,False,18,40,0.0005745893302921892,0.03150234937224732
C,MLP,139,PRUNED,0.8980021428675833,174,False,139,10,1.480559957786645e-05,0.0005948103861237355
C,MLP,140,COMPLETE,0.9190721203078631,144,True,152,23,0.061933714304864815,0.0013042993375804851
C,MLP,141,PRUNED,0.9172554324877087,130,True,181,24,0.026666492760274902,0.000580049060379079
C,MLP,142,COMPLETE,0.9184883907138806,145,True,116,18,0.03511464687583891,0.0016080040175417633
C,MLP,143,PRUNED,0.9012485798525911,112,False,130,8,2.1059465869517503e-05,0.0118198331723078
C,MLP,144,PRUNED,0.9025005993719138,159,True,143,16,0.01373726016250419,0.0014432852405458505
C,MLP,145,COMPLETE,0.9149310762031311,129,True,143,9,0.0665238256771251,0.0004511874694115422
C,MLP,146,PRUNED,0.8996454351315251,191,True,72,21,0.01383498503938075,0.0007354063459858792
C,MLP,147,PRUNED,0.9011574150270808,89,False,215,22,0.06726636299364291,0.003566539911747837
C,MLP,148,COMPLETE,0.9107187777503057,109,True,129,17,0.02439121234607455,0.005312144497854897
C,MLP,149,PRUNED,0.917326255544918,155,True,179,22,0.07616512269243318,0.0025220825723904143
C,SVM-lineal,0,COMPLETE,0.8624278840147482,87,True,3.907967156822881
C,SVM-lineal,1,COMPLETE,0.8677545477866799,48,True,157.41890047456639
C,SVM-lineal,2,COMPLETE,0.8800953879685895,128,True,659.871107205407
C,SVM-lineal,3,COMPLETE,0.8908858773020318,170,True,0.012601639723276799
C,SVM-lineal,4,PRUNED,0.8792558692130512,75,True,0.055895242052179224
C,SVM-lineal,5,PRUNED,0.876173013143924,130,False,0.1578232781079558
C,SVM-lineal,6,PRUNED,0.8717867733798559,102,True,1.2173252504194043
C,SVM-lineal,7,PRUNED,0.877944149733845,127,False,0.010547383621352036
C,SVM-lineal,8,PRUNED,0.8543144044447781,31,False,70.85721663941601
C,SVM-lineal,9,PRUNED,0.8718129355019755,75,False,0.4374364439939078
C,SVM-lineal,10,PRUNED,0.8910739549974199,189,True,0.001959351783384089
C,SVM-lineal,11,PRUNED,0.8730397441961609,151,True,558.3036251773217
C,SVM-lineal,12,PRUNED,0.8612502929235852,197,True,1.0014119052377968
C,SVM-lineal,13,PRUNED,0.8673938303828022,123,False,65.00360715624453
C,SVM-lineal,14,COMPLETE,0.8897707668107389,144,True,0.008234637873422015
C,SVM-lineal,15,PRUNED,0.8852841068502755,133,True,0.0026217872623110084
C,SVM-lineal,16,COMPLETE,0.899074062621154,151,True,0.05751265648141222
C,SVM-lineal,17,PRUNED,0.8702088928139886,146,True,0.12438264782018357
C,SVM-lineal,18,PRUNED,0.8890508622744374,182,False,0.003200152721112044
C,SVM-lineal,19,PRUNED,0.8761034324132666,159,True,0.11908807011744876
C,SVM-lineal,20,PRUNED,0.8581982552151528,181,False,3.8155294071149832
C,SVM-lineal,21,PRUNED,0.877651759819314,124,True,0.03487091103825667
C,SVM-lineal,22,PRUNED,0.8842110140598725,169,True,0.043877351475705234
C,SVM-lineal,23,PRUNED,0.8765463352365304,154,True,0.0012392667512966227
C,SVM-lineal,24,PRUNED,0.8603496856101821,78,True,0.0010360420885087438
C,SVM-lineal,25,PRUNED,0.8887333034601855,184,True,0.014359412683443767
C,SVM-lineal,26,COMPLETE,0.8949938388125662,142,True,0.019289481045774628
C,SVM-lineal,27,PRUNED,0.8237550011437195,25,False,0.007896338377498757
C,SVM-lineal,28,PRUNED,0.877523294740342,157,True,0.4903215629767035
C,SVM-lineal,29,PRUNED,0.8325868004074566,21,True,0.07479593166172943
C,SVM-lineal,30,PRUNED,0.8776602980428326,125,True,0.06288987931464493
C,SVM-lineal,31,COMPLETE,0.8892821162774458,155,True,0.003299149334847017
C,SVM-lineal,32,PRUNED,0.8820092288805051,187,False,0.08592982142795316
C,SVM-lineal,33,COMPLETE,0.8943838980344347,143,True,0.01987911942375244
C,SVM-lineal,34,PRUNED,0.8953220609337685,136,True,0.040843681471811354
C,SVM-lineal,35,COMPLETE,0.8949920191693836,150,True,0.02357621042544984
C,SVM-lineal,36,PRUNED,0.880707027705202,104,True,0.026602905315535073
C,SVM-lineal,37,PRUNED,0.8937982644793739,139,True,0.03070167257863888
C,SVM-lineal,38,PRUNED,0.8717022058833972,134,True,0.5856629996802079
C,SVM-lineal,39,PRUNED,0.861218803341664,199,False,143.84648405222237
C,SVM-lineal,40,PRUNED,0.8761376738766189,161,True,0.08650209761326794
C,SVM-lineal,41,COMPLETE,0.8979234829678999,159,True,0.01943525381035497
C,SVM-lineal,42,COMPLETE,0.8944053264626742,158,True,0.02001734594493968
C,SVM-lineal,43,PRUNED,0.8938090883274253,171,True,0.03052110963117372
C,SVM-lineal,44,COMPLETE,0.8973186847428425,159,True,0.0222544528505552
C,SVM-lineal,45,PRUNED,0.893200983875048,154,False,0.04942123294623374
C,SVM-lineal,46,COMPLETE,0.9002766172892163,165,True,0.020366472618021096
C,SVM-lineal,47,PRUNED,0.89385578217999,197,True,0.012103044012637773
C,SVM-lineal,48,PRUNED,0.848219244979616,71,True,621.464302026965
C,SVM-lineal,49,PRUNED,0.8780738079547508,149,False,0.0029671489507182296
C,SVM-lineal,50,PRUNED,0.8532737434995487,89,False,0.001469008465425143
C,SVM-lineal,51,COMPLETE,0.8967428596280935,161,True,0.014520641420168656
C,SVM-lineal,52,COMPLETE,0.8955128936561859,168,True,0.025243309495234206
C,SVM-lineal,53,PRUNED,0.8656877150763158,188,True,0.19745465389654218
C,SVM-lineal,54,PRUNED,0.8925191960427821,185,True,0.0064921914032859
C,SVM-lineal,55,PRUNED,0.8878787487615136,166,True,0.0285782338224299
C,SVM-lineal,56,PRUNED,0.8954153759364638,168,True,0.007250959522937057
C,SVM-lineal,57,PRUNED,0.8730615565201799,165,True,0.17725751900634226
C,SVM-lineal,58,PRUNED,0.8790439038203409,176,True,0.03338752530509323
C,SVM-lineal,59,COMPLETE,0.8944689852129482,157,True,0.010259357491730958
C,SVM-lineal,60,PRUNED,0.8437421227677799,81,True,11.600718850827302
C,SVM-lineal,61,PRUNED,0.8867613958783154,119,True,0.0038260665171697995
C,SVM-lineal,62,COMPLETE,0.8928019596020029,148,True,0.00533758642089156
C,SVM-lineal,63,PRUNED,0.8960775885360917,149,True,0.019056457425321333
C,SVM-lineal,64,PRUNED,0.8686913704490938,167,True,0.15573595010191077
C,SVM-lineal,65,PRUNED,0.855330925035928,200,True,52.04562102144845
C,SVM-lineal,66,PRUNED,0.8893344235520518,141,True,0.13303293086588186
C,SVM-lineal,67,PRUNED,0.8734203441964477,166,True,0.0013433845055424115
C,SVM-lineal,68,PRUNED,0.8613083152196329,65,False,74.10351974334259
C,SVM-lineal,69,COMPLETE,0.8979198465385222,151,True,0.023829056271240646
C,SVM-lineal,70,PRUNED,0.8789903833228034,148,False,0.26737869519648194
C,SVM-lineal,71,COMPLETE,0.8925879363325132,144,True,0.03495353731503325
C,SVM-lineal,72,PRUNED,0.8953871102030441,153,True,0.019650895663048843
C,SVM-lineal,73,COMPLETE,0.8956315823895696,149,True,0.01526873856873956
C,SVM-lineal,74,PRUNED,0.8968563669200232,171,True,0.010304797423539607
C,SVM-lineal,75,PRUNED,0.89232401825088,159,True,0.02826277257262116
C,SVM-lineal,76,PRUNED,0.8670998557328782,199,True,0.10675384411914898
C,SVM-lineal,77,PRUNED,0.8734869504503135,130,True,0.0033378954187124337
C,SVM-lineal,78,PRUNED,0.8835229396462511,144,True,0.08675271421296765
C,SVM-lineal,79,PRUNED,0.8967950368905604,165,True,0.013674838230219529
C,SVM-lineal,80,PRUNED,0.868796027106571,160,True,0.11848573328862516
C,SVM-lineal,81,COMPLETE,0.8938123171108894,141,True,0.015923924311402972
C,SVM-lineal,82,PRUNED,0.863097493888259,104,True,0.25898028423152275
C,SVM-lineal,83,PRUNED,0.8850209878589699,128,True,0.009360806344790387
C,SVM-lineal,84,COMPLETE,0.8961840329337442,156,True,0.017243612222934288
C,SVM-lineal,85,PRUNED,0.8893993438861365,168,True,0.028781534985079918
C,SVM-lineal,86,PRUNED,0.8895881773996933,170,True,0.0026816469040848072
C,SVM-lineal,87,PRUNED,0.8945844156688906,167,True,0.017797273153201672
C,SVM-lineal,88,PRUNED,0.8912199721862117,165,False,0.005775659943549049
C,SVM-lineal,89,PRUNED,0.8805219655473651,138,True,0.282344956151626
C,SVM-lineal,90,PRUNED,0.8836408888319613,118,False,0.061653727585582095
C,SVM-lineal,91,PRUNED,0.8879929482178976,133,True,0.02043520966646262
C,SVM-lineal,92,PRUNED,0.8939058934837265,146,True,0.008288834994407161
C,SVM-lineal,93,PRUNED,0.8960195738772638,133,True,0.03527541586131776
C,SVM-lineal,94,PRUNED,0.8953527852068045,164,True,0.013256101464846968
C,SVM-lineal,95,PRUNED,0.8760905631238571,166,True,0.06845929994651778
C,SVM-lineal,96,PRUNED,0.8616275067894947,57,False,0.6251571493881186
C,SVM-lineal,97,COMPLETE,0.8943682462585267,146,True,0.03924225286207212
C,SVM-lineal,98,PRUNED,0.8750528537395028,150,True,0.0013445455708802933
C,SVM-lineal,99,PRUNED,0.8642790481851339,164,True,4.165798403656825
C,SVM-lineal,100,PRUNED,0.8880314216344785,190,True,0.011152270127140812
C,SVM-lineal,101,PRUNED,0.8657624069239944,107,False,7.3892458600146025
C,SVM-lineal,102,PRUNED,0.8952712138684318,155,True,0.04511654312912756
C,SVM-lineal,103,PRUNED,0.8909374111092194,138,True,0.01996913594885004
C,SVM-lineal,104,PRUNED,0.8864490437069585,162,True,0.038552249027423595
C,SVM-lineal,105,COMPLETE,0.8949426705122351,144,True,0.0398443376793787
C,SVM-lineal,106,PRUNED,0.8975667903761473,157,True,0.011380125793086244
C,SVM-lineal,107,PRUNED,0.867216046557046,154,True,0.22868671112868974
C,SVM-lineal,108,PRUNED,0.8760586636193639,177,True,0.060171315509610815
C,SVM-lineal,109,COMPLETE,0.8927716414879641,147,True,0.006077089697587183
C,SVM-lineal,110,PRUNED,0.8968534341886749,158,False,0.02649337717992021
C,SVM-lineal,111,PRUNED,0.867349493800692,123,True,0.10546221990487326
C,SVM-lineal,112,COMPLETE,0.897325313846886,149,True,0.03479279750523114
C,SVM-lineal,113,COMPLETE,0.8949917011127398,142,True,0.01737622120755818
C,SVM-lineal,114,PRUNED,0.8893317170073722,167,True,0.02875706873784763
C,SVM-lineal,115,PRUNED,0.8968778785563812,162,True,0.007633967486846782
C,SVM-lineal,116,PRUNED,0.8878835417352338,131,True,0.05338729448999495
C,SVM-lineal,117,PRUNED,0.8908441275682673,161,True,0.04221012149329415
C,SVM-lineal,118,PRUNED,0.8716397526522386,155,True,0.3634764357487688
C,SVM-lineal,119,PRUNED,0.8556145340989723,97,False,651.788657756729
C,SVM-lineal,120,COMPLETE,0.8927850705453475,148,True,0.005716389200521905
C,SVM-lineal,121,PRUNED,0.8853037683158831,114,True,0.005149247944479152
C,SVM-lineal,122,PRUNED,0.8835951140332765,122,True,0.02267910976700608
C,SVM-lineal,123,COMPLETE,0.8967550754714202,145,True,0.014832865610322687
C,SVM-lineal,124,PRUNED,0.8924487698065322,173,True,0.00957126361824898
C,SVM-lineal,125,PRUNED,0.8820006351653871,152,True,0.05223973473967698
C,SVM-lineal,126,COMPLETE,0.8949820180861975,145,True,0.01580934224776337
C,SVM-lineal,127,PRUNED,0.8953223012989624,169,True,0.01662001978224971
C,SVM-lineal,128,PRUNED,0.8910329663683533,144,True,0.0030639161271778996
C,SVM-lineal,129,PRUNED,0.8730750205475226,173,True,0.1583642145754078
C,SVM-lineal,130,PRUNED,0.8923420682609189,132,True,0.030196376278531757
C,SVM-lineal,131,PRUNED,0.8975275611090029,140,True,0.018329742053240877
C,SVM-lineal,132,COMPLETE,0.892082740804503,145,True,0.01201033096163201
C,SVM-lineal,133,PRUNED,0.880511515363247,152,True,0.05721063683785099
C,SVM-lineal,134,PRUNED,0.8634081209525659,56,True,0.012537567357934673
C,SVM-lineal,135,PRUNED,0.8792870891506441,184,True,0.002012474231830843
C,SVM-lineal,136,PRUNED,0.8953958883397721,154,True,0.009713930001840183
C,SVM-lineal,137,PRUNED,0.8614864852940481,39,True,41.07140400762359
C,SVM-lineal,138,PRUNED,0.8760999357234429,148,True,0.12850651484394884
C,SVM-lineal,139,PRUNED,0.8878574399739352,184,True,0.040692044886242555
C,SVM-lineal,140,PRUNED,0.8777426296934996,121,True,0.009178492209291157
C,SVM-lineal,141,PRUNED,0.8968107336844653,141,True,0.007854366700455553
C,SVM-lineal,142,COMPLETE,0.8961532041904026,141,True,0.035499067704432105
C,SVM-lineal,143,PRUNED,0.8776478555093288,143,True,0.1232728679102509
C,SVM-lineal,144,COMPLETE,0.89672846435828,150,True,0.034128083551174714
C,SVM-lineal,145,PRUNED,0.8590376726240188,129,False,0.0016899058811459128
C,SVM-lineal,146,PRUNED,0.873154702414098,131,True,0.3839257673474762
C,SVM-lineal,147,PRUNED,0.8775211229954462,161,True,0.060463334041900275
C,SVM-lineal,148,PRUNED,0.8923367521459489,160,True,0.021570537767728187
C,SVM-lineal,149,PRUNED,0.8717502291884961,122,True,0.07154569703806768
C,SVM-RBF,0,COMPLETE,0.9219665327970201,87,True,39.07967156822882,scale,
C,SVM-RBF,1,PRUNED,0.4518452627568919,176,False,0.013289448722869189,scale,
C,SVM-RBF,2,PRUNED,0.8296712245660263,52,False,14.077923139972402,value,6.870101665590028e-05
C,SVM-RBF,3,PRUNED,0.8722323078975959,72,False,514.1096648805745,value,1.8997763474111268e-05
C,SVM-RBF,4,COMPLETE,0.9255436493147572,129,True,4935.296209402097,scale,
C,SVM-RBF,5,PRUNED,0.6463824523013155,37,True,0.05397956855996446,value,0.0003570095960030948
C,SVM-RBF,6,COMPLETE,0.9267439219648361,139,False,19.06609163818846,auto,
C,SVM-RBF,7,PRUNED,0.9158264705180705,190,True,3398.1724150105933,auto,
